sleeve_id,path,gate_stack,n_full,n_train,n_val,n_lockbox,wr_train,wr_val,wr_lockbox,wr_full,dpt_25_train,dpt_25_val,dpt_25_lockbox,dpt_25_full,sum_25_lockbox,sum_25_full,max_dd_25_lockbox,max_dd_25_full,loss_streak_lockbox,loss_streak_full,sharpe_lockbox,sharpe_full,n_32d_proj_lockbox,n_32d_proj_full,bootstrap_p_lockbox,proj_32d,proj_full,proj_honest,objective,pass,fail_reason
Q_g_parent_15m_not_ranging+g_mp_no_extreme+g_tr_above_ema200,Q_parent_15m,g_parent_15m_not_ranging+g_mp_no_extreme+g_tr_above_ema200,267,113,58,96,0.7876106194690266,0.7241379310344828,0.71875,0.7490636704119851,3.3311598650933476,-1.4769445117194144,6.23943200762747,3.33237361725865,598.9854727322371,889.7437558080595,213.12631509964484,344.72965161146385,8,10,14.915677232106493,6.459217173329543,480.38712560514966,267.0,0.003,2997.3428075529287,889.7437558080595,889.7437558080595,61.13369881390616,True,PASS
Q_g_parent_15m_not_ranging+g_mp_no_extreme+g_rf_with,Q_parent_15m,g_parent_15m_not_ranging+g_mp_no_extreme+g_rf_with,268,114,58,96,0.7368421052631579,0.6724137931034483,0.6770833333333334,0.7014925373134329,2.384218183027052,1.66275321111497,5.404784005938072,3.310073968954504,518.8592645700548,887.0998236798071,222.2001269538879,241.58021626232207,6,7,16.564960615213383,6.852973680595797,480.38712560514966,268.0,0.003,2596.3886531292765,887.0998236798071,887.0998236798071,52.95585193801552,True,PASS
K_g_tod_us_evening+g_parent_15m_slope_with+g_trend_slope_strong_with+g_mp_no_extreme,K_tod,g_tod_us_evening+g_parent_15m_slope_with+g_trend_slope_strong_with+g_mp_no_extreme,76,11,13,52,0.5454545454545454,1.0,0.8076923076923077,0.8026315789473685,-4.675920687140195,23.345766547728925,11.336527155097421,11.073148021407894,589.4994120650659,841.5592496269999,166.11464542993542,166.11464542993542,4,4,12.2583327641743,9.007350343364688,260.20969303612276,76.0,0.035,2949.87425112357,841.559249627,841.559249627,81.74885988678732,True,PASS
Q_g_parent_15m_regime_with+g_mp_no_extreme+g_queue_top_high,Q_parent_15m,g_parent_15m_regime_with+g_mp_no_extreme+g_queue_top_high,153,58,32,63,0.3103448275862069,0.5625,0.7777777777777778,0.5555555555555556,-12.676218220792807,-1.2416570259872004,25.593497289852877,5.47344214132783,1612.3903292607313,837.4366476231579,160.61111081676722,890.7951903635678,4,9,11.944423335735843,2.2808591350029053,315.2540511783795,153.0,0.031,8068.453704448995,837.4366476231579,837.4366476231579,203.1420870280689,True,PASS
Q_g_parent_15m_regime_with+g_mp_no_extreme+g_markov_with,Q_parent_15m,g_parent_15m_regime_with+g_mp_no_extreme+g_markov_with,118,40,39,39,0.75,0.7435897435897436,0.8205128205128205,0.7711864406779662,0.19109517533660653,3.729753395909974,16.95414374194406,6.900981316862472,661.2116059358183,814.3157953897717,50.0,169.31148293977583,2,6,13.714782765032599,6.041500794566376,195.15726977709207,118.0,0.0,3308.7244040861738,814.3157953897717,814.3157953897717,105.87859373299938,True,PASS
Q_g_parent_15m_regime_with+g_mp_skew_with+g_rf_with,Q_parent_15m,g_parent_15m_regime_with+g_mp_skew_with+g_rf_with,689,284,179,226,0.545774647887324,0.7597765363128491,0.7654867256637168,0.6734397677793904,-5.595300339488631,3.1150518030842496,8.054189594682597,1.144812517758457,1820.246848398267,788.7758247355769,321.5800916926561,1788.8905899898443,12,40,26.29541860723569,2.149529456145541,1130.9113581954566,689.0,0.0,9108.57449368621,788.7758247355767,788.7758247355767,121.08101926447065,True,PASS
K_g_tod_us_afternoon+g_parent_15m_slope_with+g_trend_slope_strong_with+g_mp_no_extreme,K_tod,g_tod_us_afternoon+g_parent_15m_slope_with+g_trend_slope_strong_with+g_mp_no_extreme,105,23,9,73,0.7391304347826086,1.0,0.8082191780821918,0.8095238095238095,2.5603306168907913,8.99022012957842,8.207795391869638,7.03779665677312,599.1690636064836,738.9686489611776,183.46161380298065,183.46161380298062,7,7,13.69909808390751,8.124983849990837,365.29437676224927,105.0,0.008,2998.2615022650807,738.9686489611776,738.9686489611776,70.12743456893415,True,PASS
Q_g_parent_15m_regime_with+g_lm_high_stat+g_markov_with,Q_parent_15m,g_parent_15m_regime_with+g_lm_high_stat+g_markov_with,50,15,20,15,1.0,0.95,0.8666666666666667,0.94,22.862558617280758,13.041209386525534,9.515428174091994,14.929879792022042,142.7314226113799,746.4939896011022,50.0,50.0,2,2,14.05000929054407,11.575734847265549,75.06048837580464,50.0,0.0,714.2326858522362,746.493989601102,714.2326858522362,36.85309485029114,True,PASS
Q_g_parent_15m_regime_with+g_mp_no_extreme+g_tr_above_ema200,Q_parent_15m,g_parent_15m_regime_with+g_mp_no_extreme+g_tr_above_ema200,124,39,25,60,0.7435897435897436,0.84,0.8333333333333334,0.8064516129032258,-1.331396908360135,2.960124088480825,11.479185015202233,5.732497771758946,688.751100912134,710.8297236981093,100.0,156.51754332029037,4,5,13.74593249452475,5.590827592946529,300.24195350321855,124.0,0.0,3446.5329335891925,710.8297236981093,710.8297236981093,88.91738478382398,True,PASS
Q_g_parent_15m_regime_with+g_mp_no_extreme+g_rf_with,Q_parent_15m,g_parent_15m_regime_with+g_mp_no_extreme+g_rf_with,127,43,34,50,0.6511627906976745,0.7058823529411765,0.86,0.7480314960629921,-3.4389764675733008,2.8361475892764467,14.26789840792292,5.212188585243252,713.394920396146,661.9479503258931,75.0,215.8964985295742,3,6,14.355528005906388,4.800443769375053,250.20162791934882,127.0,0.0,3569.8514086501996,661.9479503258931,661.9479503258931,100.88927717523042,True,PASS
Q_g_parent_15m_regime_with+g_ribbon_agrees+g_lm_high_stat,Q_parent_15m,g_parent_15m_regime_with+g_ribbon_agrees+g_lm_high_stat,49,14,19,16,1.0,0.9473684210526315,0.875,0.9387755102040817,21.098539749124853,11.438292233399428,8.968072114072747,13.391760464234714,143.48915382516395,656.196262747501,50.0,50.0,2,2,14.171651925608499,9.992339791071865,80.06452093419162,49.0,0.0,718.0243975165175,656.196262747501,656.196262747501,35.87228845629099,True,PASS
Q_g_parent_15m_not_ranging+g_mp_no_extreme+g_ribbon_agrees,Q_parent_15m,g_parent_15m_not_ranging+g_mp_no_extreme+g_ribbon_agrees,267,113,58,96,0.7964601769911505,0.603448275862069,0.6770833333333334,0.7116104868913857,4.16822177450174,-5.240750483633503,4.505006041198338,2.2454161513969813,432.4805799550404,599.526112422994,213.12631509964484,458.5104223070458,8,10,17.42213371103042,4.680298160149989,480.38712560514966,267.0,0.003,2164.146902965104,599.526112422994,599.526112422994,44.13986435636632,True,PASS
Q_g_parent_15m_regime_with+g_rf_with+g_lm_high_stat,Q_parent_15m,g_parent_15m_regime_with+g_rf_with+g_lm_high_stat,50,15,20,15,1.0,0.95,0.8,0.92,22.862558617280758,13.041209386525534,7.621882328389959,14.361816038311433,114.32823492584939,718.0908019155717,50.0,50.0,2,2,15.141877616482764,11.317118572652578,75.06048837580464,50.0,0.0,572.1022099118653,718.0908019155717,572.1022099118653,29.519423324606922,True,PASS
Q_g_parent_15m_regime_with+g_mp_no_extreme+g_ribbon_agrees,Q_parent_15m,g_parent_15m_regime_with+g_mp_no_extreme+g_ribbon_agrees,122,38,30,54,0.7631578947368421,0.6666666666666666,0.8333333333333334,0.7704918032786885,0.34555943141708667,-2.972973562094424,11.730832542208974,4.5689099082811575,633.4649572792846,557.4070088103012,100.0,201.0316822098339,4,6,14.498631133533188,4.667231286304519,270.21775815289675,122.0,0.0,3169.879270822755,557.4070088103012,557.4070088103012,86.20366195934399,True,PASS
Q_g_parent_15m_slope_with+g_trend_slope_strong_with+g_lm_high_stat,Q_parent_15m,g_parent_15m_slope_with+g_trend_slope_strong_with+g_lm_high_stat,384,234,62,88,0.6025641025641025,0.8064516129032258,0.9659090909090909,0.71875,-1.1418223010344573,5.641270651892651,4.098746986004397,1.1543283769366364,360.68973476838687,443.2620967436684,61.773474108995174,1153.6034934826978,2,37,30.5589273050492,1.1417489134551337,440.35486513805387,384.0,0.0,1804.903176256971,443.26209674366834,443.26209674366834,38.44965491736761,True,PASS
Q_g_parent_15m_regime_with+g_mp_no_extreme+g_hawkes_imbalance_with,Q_parent_15m,g_parent_15m_regime_with+g_mp_no_extreme+g_hawkes_imbalance_with,206,90,44,72,0.4444444444444444,0.5227272727272727,0.7083333333333334,0.5533980582524272,-7.695119568486097,-6.875562043020083,19.153421194687418,1.863887548353697,1379.046326017494,383.9608349608616,137.99572447320054,1069.2391525703927,5,10,11.252739339892878,1.1493629683965514,360.2903442038623,206.0,0.031,6900.79271491548,383.9608349608616,383.9608349608616,162.5221681162274,True,PASS
Q_g_parent_15m_regime_with+g_mp_no_extreme,Q_parent_15m,g_parent_15m_regime_with+g_mp_no_extreme,264,112,58,94,0.38392857142857145,0.5689655172413793,0.7127659574468085,0.5416666666666666,-9.233237504429164,-3.203343857343624,16.64032243540623,1.3040672905537445,1564.1903089281855,344.27376470618856,150.0,1437.2285398365354,6,18,10.312705798293345,0.9209297877943855,470.3790604883757,264.0,0.0,7827.259233390022,344.27376470618856,344.27376470618856,161.33391178206364,True,PASS
Q_g_parent_15m_regime_with+g_mp_no_extreme+g_within_dev,Q_parent_15m,g_parent_15m_regime_with+g_mp_no_extreme+g_within_dev,264,112,58,94,0.38392857142857145,0.5689655172413793,0.7127659574468085,0.5416666666666666,-9.233237504429164,-3.203343857343624,16.64032243540623,1.3040672905537445,1564.1903089281855,344.27376470618856,150.0,1437.2285398365354,6,18,10.312705798293345,0.9209297877943855,470.3790604883757,264.0,0.0,7827.259233390022,344.27376470618856,344.27376470618856,161.33391178206364,True,PASS
Q_g_parent_15m_regime_with+g_mp_no_extreme+g_mp_skew_with,Q_parent_15m,g_parent_15m_regime_with+g_mp_no_extreme+g_mp_skew_with,144,40,41,63,0.3,0.5365853658536586,0.7301587301587301,0.5555555555555556,-10.247163496889067,-3.772353693744199,11.879621299655629,1.2768270872168728,748.4161418783046,183.86310055922968,150.0,753.2868838717534,6,8,10.496516213667165,0.982876898841333,315.2540511783795,144.0,0.017,3745.098741181402,183.8631005592297,183.8631005592297,94.29157088554415,True,PASS
Q_g_parent_15m_regime_with+g_mp_no_extreme+g_tr_above_ema800,Q_parent_15m,g_parent_15m_regime_with+g_mp_no_extreme+g_tr_above_ema800,132,43,29,60,0.37209302325581395,0.7586206896551724,0.8166666666666667,0.6590909090909091,-12.018805588247304,1.132290943676105,10.459398435261717,1.0878159332399697,627.563906115703,143.591703187676,100.0,600.7987963531699,4,11,14.589887373652488,1.1093415116997192,300.24195350321855,132.0,0.005,3140.3502186714854,143.59170318767602,143.59170318767602,81.01815190223309,True,PASS
Q_g_parent_15m_regime_with+g_mp_no_extreme+g_hurst_trending,Q_parent_15m,g_parent_15m_regime_with+g_mp_no_extreme+g_hurst_trending,158,58,38,62,0.29310344827586204,0.6052631578947368,0.7903225806451613,0.5632911392405063,-14.33278018998467,-2.24012079364188,12.00493934609323,-1.0893645678463413,744.3062394577803,-172.1196017197219,100.0,986.299674365616,4,10,12.454680518777126,-0.9830005502343858,310.25001861999255,158.0,0.019,3724.5326556573054,-172.1196017197219,-172.1196017197219,94.5269869381723,True,PASS
Q_g_parent_15m_regime_with+g_mp_no_extreme+g_vol_high,Q_parent_15m,g_parent_15m_regime_with+g_mp_no_extreme+g_vol_high,156,82,30,44,0.3780487804878049,0.6666666666666666,0.8181818181818182,0.5576923076923077,-9.653155308540404,3.7604011143953087,10.020040648262533,-1.5247750855442466,440.88178852355145,-237.86491334490245,137.99572447320048,974.9968959679954,4,13,20.771258658532744,-2.215442634290998,220.17743256902693,156.0,0.0,2206.186824171733,-237.86491334490248,-237.86491334490248,66.46543042879262,True,PASS
Q_g_parent_15m_not_ranging+g_mp_no_extreme+g_tr_above_ema800,Q_parent_15m,g_parent_15m_not_ranging+g_mp_no_extreme+g_tr_above_ema800,268,114,58,96,0.5263157894736842,0.6896551724137931,0.6979166666666666,0.6231343283582089,-6.474521518552213,-2.3126279022345657,5.905976527851752,-1.139007928249212,566.9737466737682,-305.25412477078885,150.0,922.6039436941271,6,12,16.917331770323656,-2.078409722395711,480.38712560514966,268.0,0.005,2837.1550881061858,-305.25412477078885,-305.25412477078885,57.8665157043643,True,PASS
Q_g_parent_15m_regime_with+g_trend_slope_strong_with+g_mp_skew_with,Q_parent_15m,g_parent_15m_regime_with+g_trend_slope_strong_with+g_mp_skew_with,287,129,46,112,0.34108527131782945,0.5652173913043478,0.8303571428571429,0.5679442508710801,-12.371683708763221,-4.810470635132795,12.31847248888367,-1.5245990553714035,1379.668918754971,-437.5599288915928,220.2742991444965,2068.7724118702326,7,22,12.795030220172379,-1.233037775512063,560.4516465393414,287.0,0.031,6903.908189244431,-437.5599288915928,-437.5599288915928,130.36645895110823,True,PASS
Q_g_parent_15m_slope_with+g_trend_slope_strong_with+g_hl_liq_cascade_with,Q_parent_15m,g_parent_15m_slope_with+g_trend_slope_strong_with+g_hl_liq_cascade_with,1403,691,435,277,0.6931982633863966,0.7080459770114943,0.8808664259927798,0.7348538845331433,-2.4260940086860465,-3.25303906981756,5.700582616169982,-1.0780053960752756,1579.0613846790852,-1512.4415706936115,200.0,4306.681782070061,8,45,14.914980736021112,-2.3073901753013177,1386.1170186731924,1403.0,0.0,7901.674580625763,-1512.4415706936118,-1512.4415706936118,94.87660343502446,True,PASS
Q_g_parent_15m_slope_with+g_ribbon_agrees+g_hurst_trending,Q_parent_15m,g_parent_15m_slope_with+g_ribbon_agrees+g_hurst_trending,8761,2574,1601,4586,0.8453768453768454,0.8326046221111805,0.73222852158744,0.7838146330327588,1.6913041828340036,0.9789031687039345,3.384275806208695,2.4473153506429406,15520.288847273076,21440.9297869828,803.8750787414174,1100.779851160939,22,27,33.7349656256446,12.654066420426247,22948.493312762672,8761.0,0.0,77664.03070732474,21440.929786982804,21440.929786982804,229.18319757608083,False,n_32d_out_of_band
J_g_xa_majority_with+g_trend_slope_strong_with+g_tr_above_ema800,J_confluence,g_xa_majority_with+g_trend_slope_strong_with+g_tr_above_ema800,4381,1400,814,2167,0.9071428571428571,0.8906633906633906,0.7840332256575911,0.843186487103401,3.8226813285767705,1.785907561001821,6.740880013356469,4.8876899346282645,14607.486988943467,21412.969603606427,775.245492080182,775.2454920801811,22,22,26.02329624220189,12.92668765845471,10843.738554024578,4381.0,0.0,73096.34048888725,21412.969603606427,21412.969603606427,313.7950240031439,False,n_32d_out_of_band
Q_g_parent_15m_slope_with+g_trend_slope_strong_with+g_tr_above_ema800,Q_parent_15m,g_parent_15m_slope_with+g_trend_slope_strong_with+g_tr_above_ema800,3968,1200,734,2034,0.91,0.8801089918256131,0.7935103244837758,0.844758064516129,4.0635894748464505,1.7180399898345968,7.466903765559931,5.374251759451419,15187.6822591489,21325.03098150323,775.245492080182,775.2454920801811,22,22,29.534676575932643,12.932418701900316,10178.20222375911,3968.0,0.0,75999.65651121737,21325.03098150323,21325.03098150323,336.7565320093534,False,n_32d_out_of_band
Q_g_parent_15m_slope_with+g_tr_above_ema800+g_hurst_trending,Q_parent_15m,g_parent_15m_slope_with+g_tr_above_ema800+g_hurst_trending,9101,2558,1628,4915,0.8436278342455042,0.8151105651105651,0.7098677517802645,0.7662894187451929,1.5266251589620312,0.2508972322821927,3.411205448521699,2.316189718741285,16766.07477948415,21079.642630264436,1067.0753610402971,1718.2085252732486,31,31,28.85745817979651,10.763074719959365,24594.82002447199,9101.0,0.0,83897.98407288943,21079.642630264436,21079.642630264436,239.14958841298176,False,n_32d_out_of_band
J_g_xa_majority_with+g_tr_above_ema800+g_hurst_trending,J_confluence,g_xa_majority_with+g_tr_above_ema800+g_hurst_trending,10177,2902,1823,5452,0.852170916609235,0.8365331870543061,0.6841526045487895,0.7593593396875307,1.793509328689193,1.2771762105124786,2.4687773319162623,2.062771967891102,13459.77401360746,20992.830317227745,1431.0452283426862,1431.045228342662,35,35,20.472407551609706,11.396176056130948,27281.985508325793,10177.0,0.0,67353.14739262268,20992.830317227745,20992.830317227745,182.28874067673425,False,n_32d_out_of_band
J_g_2asset_btc_eth_with+g_trend_slope_strong_with+g_tr_above_ema800,J_confluence,g_2asset_btc_eth_with+g_trend_slope_strong_with+g_tr_above_ema800,4265,1343,797,2125,0.9039463886820551,0.8920953575909661,0.7816470588235294,0.8407971864009378,3.7723712711231148,1.8565518309034348,6.74629528042581,4.896094700411073,14335.877470904845,20881.843897253224,775.245492080182,775.2454920801811,22,22,25.66559743345802,12.750061394345414,10633.569186572324,4265.0,0.0,71737.19761745419,20881.843897253228,20881.843897253228,310.9888462995547,False,n_32d_out_of_band
J_g_xa_majority_with+g_ribbon_agrees+g_hurst_trending,J_confluence,g_xa_majority_with+g_ribbon_agrees+g_hurst_trending,9434,2888,1780,4766,0.8576869806094183,0.8550561797752809,0.7173730591691145,0.7863048547805809,2.0276087714174493,2.0068640839811245,2.336604190490404,2.1797973047718107,11136.255571877266,20564.207773217262,1063.4244374501523,1063.4244374501468,34,34,24.89696824515104,14.423645038503464,23849.21917327233,9434.0,0.0,55726.18546019221,20564.207773217262,20564.207773217262,161.31032650026012,False,n_32d_out_of_band
J_g_2asset_btc_sol_with+g_trend_slope_strong_with+g_tr_above_ema800,J_confluence,g_2asset_btc_sol_with+g_trend_slope_strong_with+g_tr_above_ema800,4027,1249,761,2017,0.8967173738991193,0.8830486202365309,0.7863163113534953,0.8388378445492922,3.6316673947363536,1.7339673669100573,7.179643304929241,5.050122246905026,14481.34054604228,20336.84228828654,775.245492080182,775.2454920801811,22,22,26.700084470205063,12.435061519402664,10093.13367026653,4027.0,0.0,72465.099581485,20336.84228828654,20336.84228828654,322.44512664605867,False,n_32d_out_of_band
J_g_3asset_unanimity_with+g_trend_slope_strong_with+g_tr_above_ema800,J_confluence,g_3asset_unanimity_with+g_trend_slope_strong_with+g_tr_above_ema800,3951,1218,754,1979,0.8940886699507389,0.8859416445623343,0.7822132390096008,0.8364970893444698,3.501766491975473,1.8461631458604548,7.129727654372743,5.003009270364101,14109.731028003658,19766.889627208566,775.245492080182,775.2454920801811,22,22,26.288755235071804,12.297846193628724,9902.980433047825,3951.0,0.0,70605.55345421324,19766.889627208566,19766.889627208566,317.1727281878422,False,n_32d_out_of_band
J_g_2asset_eth_sol_with+g_trend_slope_strong_with+g_tr_above_ema800,J_confluence,g_2asset_eth_sol_with+g_trend_slope_strong_with+g_tr_above_ema800,3991,1244,764,1983,0.8954983922829582,0.887434554973822,0.7806354009077155,0.8368829867201203,3.4403616087746647,1.8828819413147346,7.064917311146574,4.94313772800897,14009.731028003656,19728.062672483797,775.245492080182,775.2454920801811,22,22,26.222926136118033,12.364756130489612,9922.996563281373,3991.0,0.0,70105.15019837453,19728.062672483797,19728.062672483797,314.6070426170564,False,n_32d_out_of_band
J_g_2asset_btc_sol_with+g_trend_slope_strong_with,J_confluence,g_2asset_btc_sol_with+g_trend_slope_strong_with,4333,1345,817,2171,0.8617100371747212,0.8323133414932681,0.7544910179640718,0.8024463420263097,4.420013816749519,0.32038024607210985,6.181597816496232,4.529637226905686,13420.24885961332,19626.91810418234,1014.9663370373306,1430.0488743010974,36,38,20.297782078188224,10.485284088250735,10863.754684258125,4333.0,0.0,67155.36223516073,19626.91810418234,19626.91810418234,288.02531320601275,False,n_32d_out_of_band
